PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
1996_TENNESSEE,TENNESSEE,1996,881749.0,4123018.0,340239.0,1967170.0,1815609.0,4284181.0,2363545.0,1143373.0,229847.0,460149.0,,,,
1996_TEXAS,TEXAS,1996,3740260.0,22241369.0,1613462.0,9834742.0,10793165.0,22401797.0,11427564.0,6131290.0,1174475.0,2667181.0,,,,
1996_UTAH,UTAH,1996,474907.0,2035726.0,134703.0,1197910.0,703113.0,2150719.0,1132806.0,471430.0,153581.0,342609.0,,,,
1996_VERMONT,VERMONT,1996,101064.0,965238.0,36693.0,215657.0,712888.0,975817.0,424562.0,219243.0,23167.0,56478.0,,,,
1996_VIRGINIA,VIRGINIA,1996,1079854.0,6674519.0,361726.0,2548036.0,3764757.0,6903384.0,3601237.0,2045400.0,347988.0,721139.0,,,,
1996_WASHINGTON,WASHINGTON,1996,956572.0,6354593.0,366716.0,4288899.0,1698978.0,6578388.0,3222598.0,1927517.0,280214.0,895494.0,,,,
1996_WEST_VIRGINIA,WEST_VIRGINIA,1996,306451.0,1958647.0,158572.0,1222505.0,577570.0,1936848.0,1131846.0,556873.0,130467.0,101350.0,,,,
1996_WISCONSIN,WISCONSIN,1996,869930.0,6342623.0,270455.0,2869875.0,3202293.0,6521058.0,3567663.0,1872074.0,212389.0,617334.0,,,,
1996_WYOMING,WYOMING,1996,99859.0,664057.0,41007.0,339629.0,283421.0,676305.0,360100.0,200228.0,21910.0,78444.0,,,,
1998_ALABAMA,ALABAMA,1998,739321.0,4140537.0,374153.0,2589819.0,1176565.0,4245033.0,2218693.0,1155492.0,357731.0,458351.0,,,211.0,255.0
1998_ALASKA,ALASKA,1998,130633.0,1206195.0,157335.0,745814.0,303046.0,1222893.0,680848.0,376448.0,42456.0,104903.0,,,,
1998_ARIZONA,ARIZONA,1998,794331.0,4675296.0,470398.0,2000801.0,2204097.0,4726098.0,2091741.0,1315931.0,279785.0,759108.0,,,206.0,260.0
1998_ARKANSAS,ARKANSAS,1998,456355.0,2567380.0,226475.0,1505419.0,835486.0,2536027.0,1367612.0,731619.0,170279.0,192590.0,,,209.0,256.0
1998_CALIFORNIA,CALIFORNIA,1998,5727224.0,39183018.0,3149260.0,22840500.0,13193258.0,38087666.0,20083913.0,10939061.0,1862674.0,4335730.0,,,202.0,252.0
1998_COLORADO,COLORADO,1998,686360.0,4359021.0,215071.0,1879850.0,2264100.0,4739136.0,2253623.0,1470619.0,158788.0,622534.0,,,220.0,264.0
1998_CONNECTICUT,CONNECTICUT,1998,515141.0,5024673.0,189689.0,1828216.0,3006768.0,4810851.0,2844608.0,1444460.0,162325.0,144785.0,,,230.0,270.0
1998_DELAWARE,DELAWARE,1998,111428.0,934530.0,59955.0,594617.0,279958.0,915207.0,511618.0,275898.0,41035.0,61153.0,,,207.0,254.0
1998_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,1998,77111.0,706938.0,116366.0,0.0,590572.0,716740.0,283484.0,339972.0,33393.0,59891.0,,,179.0,236.0
1998_FLORIDA,FLORIDA,1998,2292161.0,15595671.0,1116607.0,7742607.0,6736457.0,15155383.0,7160434.0,4604765.0,1073030.0,1949539.0,,,206.0,255.0
1998_GEORGIA,GEORGIA,1998,1375980.0,9207163.0,594406.0,4737025.0,3875732.0,8990897.0,4822729.0,2477958.0,488371.0,1023011.0,,,209.0,257.0
1998_HAWAII,HAWAII,1998,189887.0,1279125.0,107149.0,1141001.0,30975.0,1266378.0,712023.0,328519.0,104350.0,121486.0,,,200.0,249.0
1998_IDAHO,IDAHO,1998,244403.0,1310960.0,90011.0,822017.0,398932.0,1342719.0,714369.0,377484.0,53790.0,165324.0,,,,
1998_ILLINOIS,ILLINOIS,1998,1972406.0,14688777.0,962367.0,4807076.0,8919334.0,15207067.0,7391186.0,4544061.0,637882.0,1917001.0,,,,
1998_INDIANA,INDIANA,1998,985690.0,7656749.0,343921.0,3770236.0,3542592.0,7649103.0,3745167.0,2089790.0,352606.0,766633.0,,,,
1998_IOWA,IOWA,1998,501054.0,3589705.0,168098.0,1715712.0,1705895.0,3650286.0,1827658.0,1022484.0,145224.0,325840.0,,,220.0,
1998_KANSAS,KANSAS,1998,468980.0,3207670.0,188910.0,1868123.0,1150637.0,3087318.0,1536690.0,1013241.0,193699.0,188870.0,,,221.0,268.0
1998_KENTUCKY,KENTUCKY,1998,645232.0,3938009.0,367810.0,2411836.0,1158363.0,4018512.0,2116458.0,1179822.0,241709.0,400122.0,,,218.0,262.0
1998_LOUISIANA,LOUISIANA,1998,774561.0,4443468.0,498082.0,2266287.0,1679099.0,4379797.0,2387847.0,1265136.0,322067.0,310116.0,,,200.0,252.0
1998_MAINE,MAINE,1998,212038.0,1611926.0,82445.0,696430.0,833051.0,1601411.0,949523.0,422020.0,60837.0,83017.0,,,225.0,271.0
1998_MARYLAND,MARYLAND,1998,830744.0,6521269.0,325321.0,2514101.0,3681847.0,6519389.0,3584678.0,1902782.0,302974.0,558202.0,,,212.0,261.0
1998_MASSACHUSETTS,MASSACHUSETTS,1998,942331.0,7726497.0,366880.0,3183950.0,4175667.0,8098720.0,4849603.0,2173146.0,255100.0,469395.0,,,223.0,269.0
1998_MICHIGAN,MICHIGAN,1998,1680559.0,14712250.0,866216.0,9474264.0,4371770.0,14905765.0,6895840.0,4546053.0,663827.0,1723267.0,,,216.0,
1998_MINNESOTA,MINNESOTA,1998,841723.0,6672384.0,313550.0,3363505.0,2995329.0,6815289.0,3384437.0,1721705.0,452482.0,781250.0,,,219.0,265.0
1998_MISSISSIPPI,MISSISSIPPI,1998,504792.0,2400660.0,322350.0,1319058.0,759252.0,2543454.0,1320613.0,678492.0,173401.0,333170.0,,,203.0,251.0
1998_MISSOURI,MISSOURI,1998,909441.0,5990499.0,387035.0,2873051.0,2730413.0,5849648.0,3083844.0,1693964.0,327445.0,553090.0,,,216.0,262.0
1998_MONTANA,MONTANA,1998,162164.0,1035636.0,102844.0,478345.0,454447.0,1007146.0,575114.0,306419.0,39258.0,73846.0,,,225.0,271.0
1998_NEBRASKA,NEBRASKA,1998,291570.0,2062836.0,130904.0,663420.0,1268512.0,1966403.0,1086607.0,528690.0,79003.0,213815.0,,,,
1998_NEVADA,NEVADA,1998,296621.0,1906860.0,84699.0,1193619.0,628542.0,2030065.0,943345.0,575000.0,60708.0,340415.0,,,206.0,258.0
1998_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1998,196734.0,1420100.0,51977.0,127621.0,1240502.0,1428447.0,808107.0,378359.0,44977.0,94615.0,,,226.0,
1998_NEW_JERSEY,NEW_JERSEY,1998,1238948.0,13786951.0,477055.0,5246527.0,8063369.0,13973201.0,7267644.0,4442457.0,516387.0,1110805.0,,,,
1998_NEW_MEXICO,NEW_MEXICO,1998,331673.0,1913783.0,253889.0,1383314.0,276580.0,1933538.0,941273.0,620639.0,95879.0,247033.0,,,205.0,258.0
1998_NEW_YORK,NEW_YORK,1998,2834992.0,27900803.0,1522836.0,11033327.0,15344640.0,29853891.0,17266937.0,7384638.0,1044857.0,2723181.0,,,215.0,265.0
1998_NORTH_CAROLINA,NORTH_CAROLINA,1998,1230010.0,7516979.0,520499.0,4821450.0,2175030.0,7688076.0,4130685.0,1936511.0,459818.0,994055.0,,,213.0,262.0
1998_NORTH_DAKOTA,NORTH_DAKOTA,1998,116813.0,731384.0,85963.0,284970.0,360451.0,715126.0,366639.0,184916.0,54277.0,57202.0,,,,
1998_OHIO,OHIO,1998,1846585.0,13577343.0,755883.0,5539484.0,7281976.0,13005301.0,6688427.0,4268412.0,663358.0,1126127.0,,,,
1998_OKLAHOMA,OKLAHOMA,1998,623681.0,3559980.0,312708.0,2053438.0,1193834.0,3617938.0,1811901.0,1079168.0,358001.0,328855.0,,,219.0,265.0
1998_OREGON,OREGON,1998,540226.0,3892091.0,245664.0,2205951.0,1440476.0,3939722.0,2067377.0,1304874.0,139912.0,319162.0,,,212.0,266.0
1998_PENNSYLVANIA,PENNSYLVANIA,1998,1791100.0,15671363.0,856423.0,5783893.0,9031047.0,16432921.0,8346538.0,4414783.0,615097.0,1659536.0,,,,
1998_RHODE_ISLAND,RHODE_ISLAND,1998,152356.0,1255280.0,67433.0,503267.0,684580.0,1221558.0,762746.0,355309.0,48765.0,24136.0,,,218.0,264.0
1998_SOUTH_CAROLINA,SOUTH_CAROLINA,1998,648084.0,4109130.0,328411.0,2144562.0,1636157.0,4241163.0,2072959.0,1183620.0,254897.0,620396.0,,,209.0,255.0
1998_SOUTH_DAKOTA,SOUTH_DAKOTA,1998,133698.0,793101.0,77009.0,281856.0,434236.0,781279.0,403237.0,214983.0,34336.0,107579.0,,,,
1998_TENNESSEE,TENNESSEE,1998,876693.0,4757639.0,405078.0,2268050.0,2084511.0,4988208.0,2829375.0,1291193.0,274143.0,494391.0,,,212.0,258.0
1998_TEXAS,TEXAS,1998,3888061.0,24485263.0,1830474.0,10632566.0,12022223.0,25723965.0,12804069.0,6944751.0,1209084.0,3561286.0,,,214.0,261.0
1998_UTAH,UTAH,1998,480811.0,2295870.0,166979.0,1394158.0,734733.0,2326611.0,1250866.0,536216.0,167139.0,307674.0,,,216.0,263.0
1998_VERMONT,VERMONT,1998,101413.0,1089658.0,44750.0,253591.0,791317.0,1064388.0,461901.0,240460.0,25038.0,63485.0,,,,
1998_VIRGINIA,VIRGINIA,1998,1110815.0,7723744.0,401716.0,3046785.0,4275243.0,7813707.0,4109813.0,2275415.0,408498.0,796239.0,,,217.0,266.0
1998_WASHINGTON,WASHINGTON,1998,991235.0,6928738.0,438391.0,4546140.0,1944207.0,7211601.0,3520841.0,2098952.0,311726.0,997000.0,,,218.0,264.0
1998_WEST_VIRGINIA,WEST_VIRGINIA,1998,300737.0,2178936.0,202626.0,1351721.0,624589.0,2100841.0,1168793.0,606055.0,141099.0,171688.0,,,216.0,262.0
1998_WISCONSIN,WISCONSIN,1998,881552.0,7083655.0,318567.0,3918690.0,2846398.0,7532110.0,3946529.0,2093343.0,240608.0,948070.0,,,222.0,265.0
1998_WYOMING,WYOMING,1998,96504.0,703280.0,47201.0,330204.0,325875.0,706801.0,366104.0,216102.0,22636.0,84596.0,,,218.0,263.0
2000_ALABAMA,ALABAMA,2000,730184.0,4885917.0,425978.0,3003814.0,1456125.0,5003267.0,2551713.0,1319053.0,395909.0,663903.0,217.0,264.0,,
2000_ALASKA,ALASKA,2000,132822.0,1313510.0,199520.0,774194.0,339796.0,1386904.0,717725.0,417637.0,46782.0,184546.0,,,,
2000_ARIZONA,ARIZONA,2000,814807.0,5479168.0,534619.0,2481089.0,2463460.0,5397194.0,2488932.0,1573568.0,270671.0,768425.0,219.0,269.0,,
2000_ARKANSAS,ARKANSAS,2000,450751.0,2844855.0,254735.0,2126099.0,464021.0,2683400.0,1531232.0,804253.0,138220.0,146666.0,216.0,257.0,,
2000_CALIFORNIA,CALIFORNIA,2000,5941946.0,46628207.0,4024940.0,26877920.0,15725347.0,45829753.0,23514388.0,12429070.0,2269603.0,5849441.0,213.0,260.0,,
2000_COLORADO,COLORADO,2000,707436.0,5073266.0,266207.0,2083318.0,2723741.0,5444193.0,2539372.0,1674044.0,191201.0,782711.0,,,,
2000_CONNECTICUT,CONNECTICUT,2000,530363.0,5884078.0,234321.0,2298931.0,3350826.0,5605280.0,3189123.0,1634888.0,180639.0,369278.0,234.0,281.0,,
2000_DELAWARE,DELAWARE,2000,112743.0,1098555.0,69540.0,716375.0,312640.0,1040480.0,571982.0,313410.0,42630.0,79176.0,,,,
2000_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2000,70762.0,881423.0,184825.0,0.0,696598.0,858807.0,318260.0,429891.0,23107.0,87549.0,192.0,235.0,,
2000_FLORIDA,FLORIDA,2000,2377271.0,17558787.0,1398757.0,8804217.0,7355813.0,17180954.0,7751117.0,5113323.0,1151140.0,2792662.0,,,,
2000_GEORGIA,GEORGIA,2000,1422941.0,11197766.0,710741.0,5406709.0,5080316.0,10884510.0,5701293.0,2931538.0,546396.0,1520834.0,219.0,265.0,,
2000_HAWAII,HAWAII,2000,185860.0,1404895.0,127042.0,1247256.0,30597.0,1363511.0,765134.0,373038.0,109367.0,115972.0,216.0,262.0,,
2000_IDAHO,IDAHO,2000,245226.0,1452222.0,109898.0,888384.0,453940.0,1467977.0,798629.0,425211.0,59735.0,153472.0,224.0,277.0,,
2000_ILLINOIS,ILLINOIS,2000,2003839.0,17595047.0,1283052.0,6344130.0,9967865.0,18073190.0,8738312.0,5245226.0,716792.0,2467748.0,223.0,275.0,,
2000_INDIANA,INDIANA,2000,987214.0,8489991.0,426266.0,4300608.0,3763109.0,8518477.0,4143020.0,2373445.0,375026.0,841171.0,233.0,281.0,,
2000_IOWA,IOWA,2000,497301.0,3822452.0,217060.0,1879158.0,1726234.0,3974813.0,1906755.0,1104075.0,260900.0,353405.0,231.0,,,
2000_KANSAS,KANSAS,2000,469377.0,3518271.0,221530.0,2201788.0,1094953.0,3327090.0,1661540.0,1092448.0,209338.0,206141.0,232.0,283.0,,
2000_KENTUCKY,KENTUCKY,2000,646467.0,4330089.0,426956.0,2612740.0,1290393.0,4510972.0,2345581.0,1284053.0,260400.0,515109.0,219.0,270.0,,
2000_LOUISIANA,LOUISIANA,2000,750755.0,4785331.0,556240.0,2361704.0,1867387.0,4807097.0,2601684.0,1384760.0,307212.0,414669.0,218.0,259.0,,
2000_MAINE,MAINE,2000,209012.0,1792390.0,104497.0,761317.0,926576.0,1842276.0,1053067.0,474866.0,77649.0,143112.0,230.0,281.0,,
2000_MARYLAND,MARYLAND,2000,846582.0,7419047.0,409021.0,2804218.0,4205808.0,7355698.0,3874590.0,2189499.0,300044.0,760810.0,222.0,272.0,,
2000_MASSACHUSETTS,MASSACHUSETTS,2000,958907.0,9464271.0,480898.0,3926522.0,5056851.0,9466363.0,5624037.0,2503616.0,323913.0,533702.0,233.0,279.0,,
2000_MICHIGAN,MICHIGAN,2000,1700074.0,15939477.0,1030238.0,9942275.0,4966964.0,16580526.0,7709336.0,5109653.0,742727.0,1866666.0,229.0,277.0,,
2000_MINNESOTA,MINNESOTA,2000,839839.0,7344747.0,330914.0,4265438.0,2748395.0,7736391.0,3825732.0,1942294.0,531329.0,901829.0,234.0,287.0,,
2000_MISSISSIPPI,MISSISSIPPI,2000,499362.0,2743284.0,368830.0,1504225.0,870229.0,2996474.0,1524728.0,810371.0,183118.0,421075.0,211.0,254.0,,
2000_MISSOURI,MISSOURI,2000,913517.0,6675260.0,437898.0,3097822.0,3139540.0,6708608.0,3459281.0,1913563.0,374060.0,756817.0,228.0,271.0,,
2000_MONTANA,MONTANA,2000,157381.0,1104935.0,130928.0,487115.0,486892.0,1051768.0,613132.0,327975.0,41385.0,57419.0,228.0,285.0,,
2000_NEBRASKA,NEBRASKA,2000,287566.0,2263952.0,152143.0,812998.0,1298811.0,2165529.0,1188826.0,570910.0,94639.0,243866.0,225.0,280.0,,
2000_NEVADA,NEVADA,2000,325610.0,2252416.0,110210.0,1378678.0,763528.0,2437438.0,1114489.0,695694.0,69965.0,428541.0,220.0,265.0,,
2000_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2000,203178.0,1586869.0,54657.0,865318.0,666894.0,1640395.0,902062.0,445733.0,49746.0,130011.0,,,,
2000_NEW_JERSEY,NEW_JERSEY,2000,1279542.0,15651060.0,578978.0,6093162.0,8978920.0,15907248.0,8244717.0,5041897.0,568802.0,1320024.0,,,,
2000_NEW_MEXICO,NEW_MEXICO,2000,324489.0,2191695.0,296222.0,1571088.0,324385.0,2165031.0,1048533.0,727644.0,101479.0,255735.0,213.0,259.0,,
2000_NEW_YORK,NEW_YORK,2000,2861478.0,31906526.0,1938590.0,13766358.0,16201578.0,33683043.0,19856637.0,8377510.0,1057876.0,3266115.0,225.0,271.0,,
2000_NORTH_CAROLINA,NORTH_CAROLINA,2000,1261586.0,9064700.0,622184.0,5897936.0,2544580.0,9275837.0,4854623.0,2356589.0,479183.0,1385226.0,230.0,276.0,,
2000_NORTH_DAKOTA,NORTH_DAKOTA,2000,112349.0,812982.0,96940.0,303132.0,412910.0,802768.0,402602.0,204117.0,55808.0,81274.0,230.0,282.0,,
2000_OHIO,OHIO,2000,1822566.0,15327834.0,843432.0,6425872.0,8058530.0,14909952.0,7497388.0,4889221.0,725617.0,1378528.0,230.0,281.0,,
2000_OKLAHOMA,OKLAHOMA,2000,627032.0,3906833.0,377776.0,2162799.0,1366258.0,3876871.0,1928222.0,1226386.0,387753.0,286261.0,224.0,270.0,,
2000_OREGON,OREGON,2000,542739.0,4369400.0,268568.0,2457202.0,1643630.0,4398318.0,2288931.0,1433944.0,148604.0,391189.0,224.0,280.0,,
2000_PENNSYLVANIA,PENNSYLVANIA,2000,1782444.0,17090654.0,1022578.0,6163912.0,9904164.0,17861852.0,8818088.0,4887123.0,681741.0,1851099.0,,,,
2000_RHODE_ISLAND,RHODE_ISLAND,2000,155351.0,1464820.0,81655.0,610999.0,772166.0,1388454.0,845667.0,421472.0,57496.0,30587.0,224.0,269.0,,
2000_SOUTH_CAROLINA,SOUTH_CAROLINA,2000,666780.0,4690418.0,366587.0,2420494.0,1903337.0,4961392.0,2426139.0,1418846.0,278840.0,716110.0,220.0,265.0,,
2000_SOUTH_DAKOTA,SOUTH_DAKOTA,2000,130279.0,868161.0,105960.0,302405.0,459796.0,898609.0,443779.0,245481.0,36959.0,144296.0,,,,
2000_TENNESSEE,TENNESSEE,2000,907222.0,5338531.0,462000.0,2429713.0,2446818.0,5805181.0,3166208.0,1471174.0,307022.0,743326.0,220.0,262.0,,
2000_TEXAS,TEXAS,2000,3965971.0,28918934.0,2406972.0,12471856.0,14040106.0,31067935.0,15018072.0,8307904.0,1371714.0,4719976.0,231.0,273.0,,
2000_UTAH,UTAH,2000,477835.0,2546642.0,189502.0,1507711.0,849429.0,2478420.0,1355794.0,596620.0,192296.0,270172.0,227.0,274.0,,
2000_VERMONT,VERMONT,2000,99609.0,1211370.0,65052.0,711259.0,435059.0,1193813.0,555740.0,283821.0,29595.0,39112.0,232.0,281.0,,
2000_VIRGINIA,VIRGINIA,2000,1132673.0,8911426.0,491873.0,3761983.0,4657570.0,9154676.0,4823780.0,2639328.0,347530.0,1011384.0,230.0,275.0,,
2000_WASHINGTON,WASHINGTON,2000,1003714.0,7620930.0,543966.0,4812796.0,2264168.0,7811937.0,3818756.0,2285577.0,350703.0,1048059.0,,,,
2000_WEST_VIRGINIA,WEST_VIRGINIA,2000,290982.0,2243151.0,210082.0,1365346.0,667723.0,2243563.0,1271988.0,672003.0,156775.0,129872.0,223.0,266.0,,
2000_WISCONSIN,WISCONSIN,2000,877165.0,7848352.0,354829.0,4292527.0,3200996.0,8183251.0,4225688.0,2316000.0,265155.0,958597.0,,,,
2000_WYOMING,WYOMING,2000,91883.0,787323.0,66085.0,408356.0,312882.0,769923.0,417424.0,242832.0,24899.0,70579.0,229.0,276.0,,
2002_ALABAMA,ALABAMA,2002,726367.0,5128559.0,508425.0,3010983.0,1609151.0,5147821.0,2720735.0,1414594.0,418949.0,496146.0,,,207.0,253.0
2002_ALASKA,ALASKA,2002,133010.0,1377767.0,249222.0,773418.0,355127.0,1523327.0,747223.0,485124.0,50601.0,215409.0,,,,
2002_ARIZONA,ARIZONA,2002,859588.0,6192222.0,619869.0,2825228.0,2747125.0,6018188.0,2659448.0,1833852.0,286945.0,966925.0,,,205.0,257.0
2002_ARKANSAS,ARKANSAS,2002,449161.0,3147921.0,331069.0,2334551.0,482301.0,3087453.0,1697645.0,910208.0,165003.0,239177.0,,,213.0,260.0
2002_CALIFORNIA,CALIFORNIA,2002,6136915.0,54727056.0,5084409.0,31005317.0,18637330.0,56464225.0,28593157.0,15568570.0,2882414.0,6998522.0,,,206.0,250.0
2002_COLORADO,COLORADO,2002,741319.0,5849588.0,338856.0,2460333.0,3050399.0,6237142.0,2963406.0,1967267.0,225545.0,779315.0,,,,
2002_CONNECTICUT,CONNECTICUT,2002,543829.0,6644334.0,288620.0,2490036.0,3865678.0,6475918.0,3570517.0,1847167.0,241930.0,542302.0,,,229.0,267.0
2002_DELAWARE,DELAWARE,2002,111331.0,1180255.0,86532.0,764350.0,329373.0,1246284.0,645895.0,352551.0,51060.0,154186.0,,,224.0,267.0
2002_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2002,68449.0,1138126.0,141514.0,0.0,996612.0,1145684.0,452905.0,431693.0,42192.0,218894.0,,,191.0,240.0
2002_FLORIDA,FLORIDA,2002,2500179.0,18541689.0,1762460.0,8542871.0,8236358.0,19051049.0,8781232.0,5589428.0,1245146.0,2999914.0,,,214.0,261.0
2002_GEORGIA,GEORGIA,2002,1470634.0,13042229.0,904826.0,6361710.0,5775693.0,12690343.0,6894589.0,3341604.0,616115.0,1659378.0,,,215.0,258.0
2002_HAWAII,HAWAII,2002,184546.0,1889600.0,170152.0,1684226.0,35222.0,1436637.0,815123.0,457784.0,121615.0,42115.0,,,208.0,252.0
2002_IDAHO,IDAHO,2002,244937.0,1625444.0,138930.0,988386.0,498128.0,1666027.0,896815.0,499035.0,67785.0,167918.0,,,220.0,266.0
2002_ILLINOIS,ILLINOIS,2002,2047836.0,19084554.0,1438287.0,6808150.0,10838117.0,20563001.0,9904454.0,6025120.0,683101.0,2897117.0,,,,
2002_INDIANA,INDIANA,2002,994348.0,9273957.0,523331.0,4446730.0,4303896.0,9353054.0,4586033.0,2650367.0,365778.0,875596.0,,,222.0,265.0
2002_IOWA,IOWA,2002,485932.0,4191217.0,273857.0,1951680.0,1965680.0,4418238.0,2109878.0,1180608.0,278099.0,459382.0,,,223.0,
2002_KANSAS,KANSAS,2002,470204.0,3823261.0,282329.0,2281992.0,1258940.0,3690815.0,1958937.0,1195259.0,166405.0,231630.0,,,222.0,269.0
2002_KENTUCKY,KENTUCKY,2002,654363.0,4621025.0,486226.0,2743882.0,1390917.0,4541670.0,2598897.0,1424273.0,277021.0,146218.0,,,219.0,265.0
2002_LOUISIANA,LOUISIANA,2002,725027.0,5229238.0,667687.0,2536111.0,2025440.0,5298267.0,2882613.0,1536497.0,329637.0,443002.0,,,207.0,256.0
2002_MAINE,MAINE,2002,205344.0,2041986.0,141528.0,853761.0,1046697.0,2057022.0,1180701.0,548552.0,78092.0,140092.0,,,225.0,270.0
2002_MARYLAND,MARYLAND,2002,860640.0,8430663.0,527311.0,3133775.0,4769577.0,8568446.0,4482809.0,2469485.0,392195.0,941083.0,,,217.0,263.0
2002_MASSACHUSETTS,MASSACHUSETTS,2002,959641.0,11217085.0,600037.0,4681737.0,5935311.0,11507438.0,6256148.0,3256542.0,351743.0,1154305.0,,,234.0,271.0
2002_MICHIGAN,MICHIGAN,2002,1724961.0,18055855.0,1254550.0,11203813.0,5597492.0,18881772.0,8402799.0,5841256.0,862090.0,2353031.0,,,219.0,265.0
2002_MINNESOTA,MINNESOTA,2002,832265.0,8065042.0,409915.0,4771002.0,2884125.0,8716123.0,4113812.0,2071915.0,595228.0,1283085.0,,,225.0,
2002_MISSISSIPPI,MISSISSIPPI,2002,492198.0,3029559.0,438583.0,1639832.0,951144.0,3026111.0,1586661.0,875637.0,196509.0,299474.0,,,203.0,255.0
2002_MISSOURI,MISSOURI,2002,909918.0,7455539.0,544538.0,3347137.0,3563864.0,7636924.0,3901665.0,2224948.0,432144.0,828732.0,,,220.0,268.0
2002_MONTANA,MONTANA,2002,151751.0,1168799.0,151981.0,554360.0,462458.0,1163960.0,662030.0,361751.0,47877.0,70448.0,,,224.0,270.0
2002_NEBRASKA,NEBRASKA,2002,283789.0,2528312.0,199359.0,879775.0,1449178.0,2562812.0,1338653.0,667614.0,107557.0,365430.0,,,222.0,270.0
2002_NEVADA,NEVADA,2002,354869.0,2592064.0,152525.0,1582993.0,856546.0,2913023.0,1343669.0,738868.0,87437.0,604874.0,,,209.0,251.0
2002_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2002,203072.0,1887115.0,85440.0,943592.0,858083.0,1956047.0,1047490.0,523976.0,57559.0,186830.0,,,,
2002_NEW_JERSEY,NEW_JERSEY,2002,1326196.0,18071365.0,720470.0,7336383.0,10014512.0,18155147.0,9328162.0,5983500.0,611449.0,1406121.0,,,,
2002_NEW_MEXICO,NEW_MEXICO,2002,317548.0,2537261.0,352892.0,1832491.0,351878.0,2542682.0,1195658.0,814180.0,123712.0,373224.0,,,208.0,254.0
2002_NEW_YORK,NEW_YORK,2002,2846068.0,35748163.0,2206496.0,17337735.0,16203932.0,39585780.0,23167459.0,9379511.0,1183476.0,4809068.0,,,222.0,264.0
2002_NORTH_CAROLINA,NORTH_CAROLINA,2002,1296156.0,9701231.0,777970.0,5929203.0,2994058.0,9882399.0,5339340.0,2625671.0,523333.0,1133555.0,,,222.0,265.0
2002_NORTH_DAKOTA,NORTH_DAKOTA,2002,105936.0,846759.0,111063.0,303280.0,432416.0,838666.0,435631.0,224356.0,58523.0,57468.0,,,224.0,268.0
2002_OHIO,OHIO,2002,1796603.0,17589983.0,982401.0,7811620.0,8795962.0,17608944.0,8477091.0,5665971.0,784876.0,2128307.0,,,222.0,268.0
2002_OKLAHOMA,OKLAHOMA,2002,622115.0,4370415.0,497834.0,2345888.0,1526693.0,4467944.0,2193731.0,1439564.0,445761.0,341768.0,,,213.0,262.0
2002_OREGON,OREGON,2002,549604.0,4772603.0,395295.0,2662513.0,1714795.0,4980466.0,2475697.0,1597299.0,171505.0,557041.0,,,220.0,268.0
2002_PENNSYLVANIA,PENNSYLVANIA,2002,1766513.0,18586743.0,1290818.0,6637673.0,10658252.0,20018554.0,9673879.0,5448465.0,757486.0,2252267.0,,,221.0,265.0
2002_RHODE_ISLAND,RHODE_ISLAND,2002,156624.0,1633707.0,96488.0,676371.0,860848.0,1600087.0,964169.0,484397.0,56173.0,27003.0,,,220.0,262.0
2002_SOUTH_CAROLINA,SOUTH_CAROLINA,2002,674347.0,5627004.0,494207.0,2857497.0,2275300.0,5897462.0,2832106.0,1620800.0,315248.0,956612.0,,,214.0,258.0
2002_SOUTH_DAKOTA,SOUTH_DAKOTA,2002,127129.0,930874.0,127130.0,346086.0,457658.0,981977.0,485846.0,271549.0,42634.0,149374.0,,,,
2002_TENNESSEE,TENNESSEE,2002,897695.0,5785857.0,550490.0,2544653.0,2690714.0,6363357.0,3478604.0,1624709.0,328546.0,762594.0,,,214.0,260.0
2002_TEXAS,TEXAS,2002,4112315.0,32802734.0,2941562.0,12930564.0,16930608.0,35668486.0,16826484.0,9580137.0,1582967.0,5399775.0,,,217.0,262.0
2002_UTAH,UTAH,2002,480526.0,2865058.0,238599.0,1680625.0,945834.0,2924051.0,1534954.0,683525.0,200572.0,426219.0,,,222.0,263.0
2002_VERMONT,VERMONT,2002,96427.0,1387074.0,68819.0,766164.0,552091.0,1392880.0,628188.0,326292.0,31686.0,65657.0,,,227.0,272.0
2002_VIRGINIA,VIRGINIA,2002,1162045.0,9914221.0,624507.0,4002347.0,5287367.0,10209197.0,5373701.0,3003921.0,399357.0,1127185.0,,,225.0,269.0
2002_WASHINGTON,WASHINGTON,2002,1009200.0,8250593.0,640386.0,5194962.0,2415245.0,8362656.0,4182265.0,2430537.0,382728.0,1037135.0,,,224.0,268.0
